NextcladeResultID,frameShifts,aaSubstitutions,aaDeletions,aaInsertions,alignmentScore,clade,Nextclade_pango,substitutions,deletions,insertions,missing,nonACGTNs,pcrPrimerChanges,qc.mixedSites.totalMixedSites,qc.overallScore,qc.overallStatus,qc.frameShifts.status,qc.frameShifts.frameShiftsIgnored,NextcladeVersion,ConsensusID,IsCurrent,TimestampCreated,TimestampUpdated
Nextclade-896384,,,,,87961,21L (Omicron),BA.2.9,,,,,,,1,16937,bad,,,nextclade 2.5.0,Consensus-301800,1,2025-02-03 14:08:35.190064,2025-02-03 14:08:35.190065
Nextclade-057922,,,,,89194,21J (Delta),AY.43,,,,,,,0,11,good,,,nextclade 2.6.0,Consensus-417208,1,2025-02-03 14:08:35.190577,2025-02-03 14:08:35.190578
Nextclade-407525,,,,,88742,21J (Delta),AY.4.15,,,,,,,1,16,good,,,nextclade 2.6.0,Consensus-761778,1,2025-02-03 14:08:35.191093,2025-02-03 14:08:35.191094
Nextclade-658139,,,,,89314,21J (Delta),AY.4,,,,,,,0,71,mediocre,,,nextclade 2.4.0,Consensus-211907,1,2025-02-03 14:08:35.191613,2025-02-03 14:08:35.191614
Nextclade-527618,,,,,88666,21J (Delta),AY.4,,,,,,,0,18,good,,,nextclade 2.6.0,Consensus-940153,1,2025-02-03 14:08:35.192127,2025-02-03 14:08:35.192128
Nextclade-028215,,,,,87998,21J (Delta),B.1.617.2,,,,,,,0,23,good,,,nextclade 2.6.0,Consensus-190232,1,2025-02-03 14:08:35.192664,2025-02-03 14:08:35.192665
Nextclade-833204,,,,,88514,21J (Delta),AY.122,,,,,,,3,2,good,,,nextclade 2.6.0,Consensus-606278,1,2025-02-03 14:08:35.193191,2025-02-03 14:08:35.193192
Nextclade-346961,,,,,88597,20E (EU1),B.1.177.86,,,,,,,0,23,good,,,nextclade 2.4.0,Consensus-776253,1,2025-02-03 14:08:35.193711,2025-02-03 14:08:35.193712
Nextclade-936474,,,,,89639,20E (EU1),B.1.177.21,,,,,,,2,23,good,,,nextclade 2.5.0,Consensus-120987,1,2025-02-03 14:08:35.194226,2025-02-03 14:08:35.194227
Nextclade-215233,,,,,88896,21L (Omicron),BA.2.9,,,,,,,4,10,good,,,nextclade 2.4.0,Consensus-330009,1,2025-02-03 14:08:35.194744,2025-02-03 14:08:35.194745
Nextclade-562641,,,,,88063,21K (Omicron),BA.1,,,,,,,0,24,good,,,nextclade 2.5.0,Consensus-721648,1,2025-02-03 14:08:35.195258,2025-02-03 14:08:35.195259
Nextclade-755980,,,,,88921,21L (Omicron),BA.2,,,,,,,0,27,good,,,nextclade 2.6.0,Consensus-161739,1,2025-02-03 14:08:35.195772,2025-02-03 14:08:35.195773
Nextclade-024683,,,,,88048,20I (Alpha; V1),B.1.1.7,,,,,,,0,26,good,,,nextclade 2.6.0,Consensus-214143,1,2025-02-03 14:08:35.196286,2025-02-03 14:08:35.196287
Nextclade-567808,,,,,88723,21L (Omicron),BA.2,,,,,,,0,5,good,,,nextclade 2.4.0,Consensus-443477,1,2025-02-03 14:08:35.196798,2025-02-03 14:08:35.196799
Nextclade-259194,,,,,89079,21L (Omicron),BA.2,,,,,,,1,15,good,,,nextclade 2.6.0,Consensus-305044,1,2025-02-03 14:08:35.197309,2025-02-03 14:08:35.197310
Nextclade-618806,,,,,89160,21L (Omicron),BA.2,,,,,,,1,21,good,,,nextclade 2.6.0,Consensus-688442,1,2025-02-03 14:08:35.197822,2025-02-03 14:08:35.197823
Nextclade-603576,,,,,89431,21J (Delta),AY.4,,,,,,,1,20,good,,,nextclade 2.5.0,Consensus-619626,1,2025-02-03 14:08:35.198336,2025-02-03 14:08:35.198337
Nextclade-005212,,,,,89589,20E (EU1),B.1.177,,,,,,,0,15,good,,,nextclade 2.4.0,Consensus-209148,1,2025-02-03 14:08:35.198848,2025-02-03 14:08:35.198849
Nextclade-602685,,,,,88585,20B,B.1.1.277,,,,,,,0,37,mediocre,,,nextclade 2.6.0,Consensus-512859,1,2025-02-03 14:08:35.199362,2025-02-03 14:08:35.199363
Nextclade-812714,,,,,89343,,,,,,,,,0,2,good,,,nextclade 2.6.0,Consensus-963744,1,2025-02-03 14:08:35.199894,2025-02-03 14:08:35.199895
Nextclade-996902,,,,,88413,21K (Omicron),BA.1,,,,,,,2,24,good,,,nextclade 2.6.0,Consensus-299984,1,2025-02-03 14:08:35.200419,2025-02-03 14:08:35.200420
Nextclade-671014,,,,,89451,21J (Delta),AY.43.6,,,,,,,2,85,mediocre,,,nextclade 2.4.0,Consensus-352863,1,2025-02-03 14:08:35.200952,2025-02-03 14:08:35.200953
Nextclade-000951,,,,,88299,21L (Omicron),BA.2,,,,,,,1,24,good,,,nextclade 2.5.0,Consensus-616618,1,2025-02-03 14:08:35.201476,2025-02-03 14:08:35.201477
Nextclade-714378,,,,,89581,21J (Delta),AY.129,,,,,,,1,22,good,,,nextclade 2.5.0,Consensus-500133,1,2025-02-03 14:08:35.201986,2025-02-03 14:08:35.201987
Nextclade-059325,,,,,89306,21J (Delta),AY.80,,,,,,,0,26,good,,,nextclade 2.5.0,Consensus-085383,1,2025-02-03 14:08:35.202504,2025-02-03 14:08:35.202506
Nextclade-480948,,,,,88462,21K (Omicron),BA.1,,,,,,,0,25,good,,,nextclade 2.6.0,Consensus-597343,1,2025-02-03 14:08:35.203038,2025-02-03 14:08:35.203039
Nextclade-458267,,,,,87961,21K (Omicron),BA.1,,,,,,,2,91,mediocre,,,nextclade 2.5.0,Consensus-816631,1,2025-02-03 14:08:35.203570,2025-02-03 14:08:35.203571
Nextclade-306371,,,,,89408,21L (Omicron),BA.2,,,,,,,0,79,mediocre,,,nextclade 2.6.0,Consensus-795743,1,2025-02-03 14:08:35.204140,2025-02-03 14:08:35.204141
Nextclade-768912,,,,,88872,21J (Delta),AY.122,,,,,,,0,42,mediocre,,,nextclade 2.5.0,Consensus-139876,1,2025-02-03 14:08:35.204807,2025-02-03 14:08:35.204809
Nextclade-375155,,,,,87931,21L (Omicron),BA.2,,,,,,,0,10,good,,,nextclade 2.5.0,Consensus-160978,1,2025-02-03 14:08:35.205416,2025-02-03 14:08:35.205418
Nextclade-837981,,,,,89253,21J (Delta),AY.43,,,,,,,0,4,good,,,nextclade 2.4.0,Consensus-445516,1,2025-02-03 14:08:35.205957,2025-02-03 14:08:35.205958
Nextclade-723054,,,,,89244,21J (Delta),AY.129,,,,,,,4,4,good,,,nextclade 2.4.0,Consensus-746614,1,2025-02-03 14:08:35.206489,2025-02-03 14:08:35.206490
Nextclade-497736,,,,,88260,20E (EU1),B.1.177.21,,,,,,,0,24,good,,,nextclade 2.6.0,Consensus-206346,1,2025-02-03 14:08:35.207025,2025-02-03 14:08:35.207026
Nextclade-283771,,,,,89566,21J (Delta),AY.4,,,,,,,0,23,good,,,nextclade 2.5.0,Consensus-539343,1,2025-02-03 14:08:35.207552,2025-02-03 14:08:35.207553
Nextclade-748100,,,,,88945,21J (Delta),AY.132,,,,,,,0,27,good,,,nextclade 2.6.0,Consensus-064107,1,2025-02-03 14:08:35.208079,2025-02-03 14:08:35.208080
Nextclade-063705,,,,,89424,20A,B.1.221,,,,,,,1,9,good,,,nextclade 2.6.0,Consensus-599547,1,2025-02-03 14:08:35.208611,2025-02-03 14:08:35.208612
Nextclade-935273,,,,,89236,21L (Omicron),BA.2,,,,,,,2,21,good,,,nextclade 2.6.0,Consensus-034655,1,2025-02-03 14:08:35.209146,2025-02-03 14:08:35.209148
Nextclade-819001,,,,,89676,21J (Delta),AY.43,,,,,,,1,26,good,,,nextclade 2.4.0,Consensus-726392,1,2025-02-03 14:08:35.209666,2025-02-03 14:08:35.209667
Nextclade-421845,,,,,88464,,,,,,,,,0,5159,bad,,,nextclade 2.6.0,Consensus-927066,1,2025-02-03 14:08:35.210209,2025-02-03 14:08:35.210210
Nextclade-965282,,,,,89080,21L (Omicron),BA.2.9,,,,,,,0,28,good,,,nextclade 2.4.0,Consensus-378060,1,2025-02-03 14:08:35.210730,2025-02-03 14:08:35.210731
Nextclade-198307,,,,,87971,21J (Delta),AY.4,,,,,,,0,58,mediocre,,,nextclade 2.5.0,Consensus-339139,1,2025-02-03 14:08:35.211247,2025-02-03 14:08:35.211249
Nextclade-991019,,,,,89419,,,,,,,,,0,22,good,,,nextclade 2.5.0,Consensus-805787,1,2025-02-03 14:08:35.211771,2025-02-03 14:08:35.211773
Nextclade-615944,,,,,88819,20E (EU1),B.1.177.86,,,,,,,1,43,mediocre,,,nextclade 2.5.0,Consensus-313367,1,2025-02-03 14:08:35.212294,2025-02-03 14:08:35.212295
Nextclade-802246,,,,,89522,21J (Delta),AY.122,,,,,,,0,79,mediocre,,,nextclade 2.5.0,Consensus-265031,1,2025-02-03 14:08:35.212813,2025-02-03 14:08:35.212814
Nextclade-214043,,,,,89679,20B,B.1.1.277,,,,,,,0,18,good,,,nextclade 2.4.0,Consensus-387510,1,2025-02-03 14:08:35.213332,2025-02-03 14:08:35.213333
Nextclade-513252,,,,,87853,20I (Alpha; V1),B.1.1.7,,,,,,,0,24,good,,,nextclade 2.6.0,Consensus-591400,1,2025-02-03 14:08:35.213848,2025-02-03 14:08:35.213849
Nextclade-429872,,,,,89335,20I (Alpha; V1),B.1.1.7,,,,,,,0,9,good,,,nextclade 2.6.0,Consensus-754361,1,2025-02-03 14:08:35.214367,2025-02-03 14:08:35.214369
Nextclade-297210,,,,,88511,21K (Omicron),BA.1,,,,,,,3,70,mediocre,,,nextclade 2.4.0,Consensus-164756,1,2025-02-03 14:08:35.214880,2025-02-03 14:08:35.214881
Nextclade-076703,,,,,88265,21J (Delta),AY.36.1,,,,,,,1,18,good,,,nextclade 2.4.0,Consensus-358630,1,2025-02-03 14:08:35.215401,2025-02-03 14:08:35.215402
Nextclade-546072,,,,,88160,21K (Omicron),BA.1.17.2,,,,,,,0,3,good,,,nextclade 2.6.0,Consensus-416357,1,2025-02-03 14:08:35.215915,2025-02-03 14:08:35.215917
Nextclade-726908,,,,,88854,,,,,,,,,0,34,mediocre,,,nextclade 2.4.0,Consensus-767983,1,2025-02-03 14:08:35.216458,2025-02-03 14:08:35.216459
Nextclade-259554,,,,,87891,21J (Delta),AY.4.6,,,,,,,0,22,good,,,nextclade 2.4.0,Consensus-784341,1,2025-02-03 14:08:35.216978,2025-02-03 14:08:35.216979
Nextclade-566935,,,,,88345,21I (Delta),AY.9.2,,,,,,,0,3,good,,,nextclade 2.6.0,Consensus-437601,1,2025-02-03 14:08:35.217497,2025-02-03 14:08:35.217498
Nextclade-841447,,,,,89148,,,,,,,,,2,90,mediocre,,,nextclade 2.4.0,Consensus-540659,1,2025-02-03 14:08:35.218023,2025-02-03 14:08:35.218024
Nextclade-101109,,,,,89286,20A,B.1.160,,,,,,,0,29,good,,,nextclade 2.5.0,Consensus-330369,1,2025-02-03 14:08:35.218539,2025-02-03 14:08:35.218540
Nextclade-290353,,,,,88802,21K (Omicron),BA.1,,,,,,,0,26,good,,,nextclade 2.6.0,Consensus-581240,1,2025-02-03 14:08:35.219053,2025-02-03 14:08:35.219054
Nextclade-505162,,,,,89370,20I (Alpha; V1),B.1.1.7,,,,,,,3,19,good,,,nextclade 2.6.0,Consensus-514444,1,2025-02-03 14:08:35.219587,2025-02-03 14:08:35.219588
Nextclade-567752,,,,,89283,21J (Delta),AY.33,,,,,,,6,15,good,,,nextclade 2.4.0,Consensus-516883,1,2025-02-03 14:08:35.220100,2025-02-03 14:08:35.220101
Nextclade-275556,,,,,87900,20A,B.1.221,,,,,,,1,4,good,,,nextclade 2.4.0,Consensus-575044,1,2025-02-03 14:08:35.220620,2025-02-03 14:08:35.220621
Nextclade-237378,,,,,89654,21K (Omicron),BA.1,,,,,,,1,98,mediocre,,,nextclade 2.5.0,Consensus-518373,1,2025-02-03 14:08:35.221134,2025-02-03 14:08:35.221135
Nextclade-068403,,,,,87961,21J (Delta),AY.7.1,,,,,,,1,9244,bad,,,nextclade 2.4.0,Consensus-512928,1,2025-02-03 14:08:35.221652,2025-02-03 14:08:35.221653
Nextclade-254709,,,,,88824,20I (Alpha; V1),B.1.1.7,,,,,,,0,25,good,,,nextclade 2.6.0,Consensus-491706,1,2025-02-03 14:08:35.222167,2025-02-03 14:08:35.222168
Nextclade-715158,,,,,88131,21J (Delta),AY.43,,,,,,,1,92,mediocre,,,nextclade 2.6.0,Consensus-623021,1,2025-02-03 14:08:35.222686,2025-02-03 14:08:35.222687
Nextclade-199023,,,,,89547,20I (Alpha; V1),B.1.1.7,,,,,,,1,15,good,,,nextclade 2.6.0,Consensus-808980,1,2025-02-03 14:08:35.223200,2025-02-03 14:08:35.223201
Nextclade-978614,,,,,87837,21J (Delta),AY.98.1,,,,,,,2,3,good,,,nextclade 2.4.0,Consensus-072226,1,2025-02-03 14:08:35.223718,2025-02-03 14:08:35.223719
Nextclade-630116,,,,,88346,20I (Alpha; V1),B.1.1.7,,,,,,,3,99,mediocre,,,nextclade 2.6.0,Consensus-731631,1,2025-02-03 14:08:35.224237,2025-02-03 14:08:35.224238
Nextclade-729053,,,,,88186,21L (Omicron),BA.2,,,,,,,2,5,good,,,nextclade 2.6.0,Consensus-101860,1,2025-02-03 14:08:35.224754,2025-02-03 14:08:35.224755
Nextclade-062892,,,,,88493,21I (Delta),AY.68,,,,,,,1,22,good,,,nextclade 2.6.0,Consensus-864454,1,2025-02-03 14:08:35.225270,2025-02-03 14:08:35.225271
Nextclade-614469,,,,,89564,21L (Omicron),BA.2,,,,,,,0,8,good,,,nextclade 2.6.0,Consensus-214598,1,2025-02-03 14:08:35.225791,2025-02-03 14:08:35.225792
Nextclade-671121,,,,,89185,,,,,,,,,0,28,good,,,nextclade 2.5.0,Consensus-189381,1,2025-02-03 14:08:35.226316,2025-02-03 14:08:35.226317
Nextclade-469629,,,,,89628,21J (Delta),AY.134,,,,,,,0,27,good,,,nextclade 2.4.0,Consensus-281921,1,2025-02-03 14:08:35.226834,2025-02-03 14:08:35.226835
Nextclade-235135,,,,,88282,21J (Delta),AY.4,,,,,,,3,25,good,,,nextclade 2.4.0,Consensus-169348,1,2025-02-03 14:08:35.227351,2025-02-03 14:08:35.227352
Nextclade-038824,,,,,88163,20I (Alpha; V1),B.1.1.7,,,,,,,0,27,good,,,nextclade 2.5.0,Consensus-390218,1,2025-02-03 14:08:35.227868,2025-02-03 14:08:35.227869
Nextclade-188634,,,,,88235,20I (Alpha; V1),B.1.1.7,,,,,,,0,50,mediocre,,,nextclade 2.4.0,Consensus-047835,1,2025-02-03 14:08:35.228386,2025-02-03 14:08:35.228387
Nextclade-942741,,,,,89630,,,,,,,,,0,19,good,,,nextclade 2.5.0,Consensus-561497,1,2025-02-03 14:08:35.228917,2025-02-03 14:08:35.228918
Nextclade-571900,,,,,88938,20E (EU1),B.1.177.12,,,,,,,0,20,good,,,nextclade 2.6.0,Consensus-751889,1,2025-02-03 14:08:35.229428,2025-02-03 14:08:35.229429
Nextclade-646612,,,,,88445,21J (Delta),AY.4.6,,,,,,,0,47,mediocre,,,nextclade 2.5.0,Consensus-943635,1,2025-02-03 14:08:35.229944,2025-02-03 14:08:35.229945
Nextclade-596733,,,,,88594,20I (Alpha; V1),B.1.1.7,,,,,,,0,66,mediocre,,,nextclade 2.4.0,Consensus-861209,1,2025-02-03 14:08:35.230457,2025-02-03 14:08:35.230458
Nextclade-315775,,,,,89676,20D,B.1.1.1,,,,,,,1,10,good,,,nextclade 2.6.0,Consensus-456704,1,2025-02-03 14:08:35.230974,2025-02-03 14:08:35.230975
Nextclade-816459,,,,,88419,21J (Delta),AY.122,,,,,,,3,21,good,,,nextclade 2.4.0,Consensus-615514,1,2025-02-03 14:08:35.231484,2025-02-03 14:08:35.231485
Nextclade-349323,,,,,88357,21L (Omicron),BA.2,,,,,,,1,42,mediocre,,,nextclade 2.4.0,Consensus-798630,1,2025-02-03 14:08:35.232009,2025-02-03 14:08:35.232010
Nextclade-482956,,,,,87969,,,,,,,,,11,19,good,,,nextclade 2.4.0,Consensus-358664,1,2025-02-03 14:08:35.232533,2025-02-03 14:08:35.232534
Nextclade-337698,,,,,88762,21J (Delta),AY.4.5,,,,,,,3,21,good,,,nextclade 2.5.0,Consensus-188312,1,2025-02-03 14:08:35.233049,2025-02-03 14:08:35.233051
Nextclade-994456,,,,,89182,21J (Delta),AY.43,,,,,,,1,10,good,,,nextclade 2.4.0,Consensus-186081,1,2025-02-03 14:08:35.233565,2025-02-03 14:08:35.233566
Nextclade-588640,,,,,88804,21J (Delta),AY.36,,,,,,,0,16715,bad,,,nextclade 2.4.0,Consensus-373065,1,2025-02-03 14:08:35.234084,2025-02-03 14:08:35.234085
Nextclade-943991,,,,,89056,,,,,,,,,3,55,mediocre,,,nextclade 2.6.0,Consensus-236783,1,2025-02-03 14:08:35.234609,2025-02-03 14:08:35.234610
Nextclade-918120,,,,,88447,20B,B.1.1.298,,,,,,,0,20,good,,,nextclade 2.5.0,Consensus-442624,1,2025-02-03 14:08:35.235132,2025-02-03 14:08:35.235133
Nextclade-266311,,,,,88483,21L (Omicron),BA.2,,,,,,,0,26,good,,,nextclade 2.6.0,Consensus-941573,1,2025-02-03 14:08:35.235645,2025-02-03 14:08:35.235646
Nextclade-006918,,,,,88365,21L (Omicron),BA.2.9,,,,,,,0,27,good,,,nextclade 2.6.0,Consensus-597979,1,2025-02-03 14:08:35.236214,2025-02-03 14:08:35.236216
Nextclade-513900,,,,,89346,20I (Alpha; V1),B.1.1.7,,,,,,,2,26,good,,,nextclade 2.4.0,Consensus-782974,1,2025-02-03 14:08:35.236764,2025-02-03 14:08:35.236765
Nextclade-755638,,,,,89606,21L (Omicron),BA.2.9,,,,,,,3,14,good,,,nextclade 2.5.0,Consensus-488394,1,2025-02-03 14:08:35.237307,2025-02-03 14:08:35.237308
Nextclade-841169,,,,,88358,21J (Delta),AY.4,,,,,,,0,17,good,,,nextclade 2.6.0,Consensus-221509,1,2025-02-03 14:08:35.237857,2025-02-03 14:08:35.237858
Nextclade-156770,,,,,87862,,,,,,,,,0,19,good,,,nextclade 2.5.0,Consensus-643705,1,2025-02-03 14:08:35.238408,2025-02-03 14:08:35.238409
Nextclade-896204,,,,,88690,21J (Delta),AY.126,,,,,,,2,22,good,,,nextclade 2.6.0,Consensus-366123,1,2025-02-03 14:08:35.238936,2025-02-03 14:08:35.238938
Nextclade-999242,,,,,89017,21K (Omicron),BA.1.14,,,,,,,1,3,good,,,nextclade 2.5.0,Consensus-009037,1,2025-02-03 14:08:35.239468,2025-02-03 14:08:35.239469
Nextclade-041909,,,,,89648,21J (Delta),AY.129,,,,,,,1,16,good,,,nextclade 2.6.0,Consensus-904677,1,2025-02-03 14:08:35.240001,2025-02-03 14:08:35.240002
Nextclade-408681,,,,,88187,20I (Alpha; V1),B.1.1.7,,,,,,,3,8,good,,,nextclade 2.4.0,Consensus-824620,1,2025-02-03 14:08:35.240534,2025-02-03 14:08:35.240535
Nextclade-621380,,,,,88551,,,,,,,,,4,3,good,,,nextclade 2.5.0,Consensus-624699,1,2025-02-03 14:08:35.241074,2025-02-03 14:08:35.241075
Nextclade-220950,,,,,88665,21J (Delta),AY.121,,,,,,,1,8,good,,,nextclade 2.4.0,Consensus-426327,1,2025-02-03 14:08:35.241606,2025-02-03 14:08:35.241607
Nextclade-056921,,,,,88008,21J (Delta),AY.46,,,,,,,0,1,good,,,nextclade 2.4.0,Consensus-021785,1,2025-02-03 14:08:35.242135,2025-02-03 14:08:35.242137
Nextclade-011833,,,,,88322,21J (Delta),AY.43,,,,,,,0,92,mediocre,,,nextclade 2.4.0,Consensus-470502,1,2025-02-03 14:08:35.242660,2025-02-03 14:08:35.242661
Nextclade-439632,,,,,89577,21K (Omicron),BA.1,,,,,,,1,24,good,,,nextclade 2.4.0,Consensus-597322,1,2025-02-03 14:08:35.243187,2025-02-03 14:08:35.243188
Nextclade-474292,,,,,89191,20I (Alpha; V1),B.1.1.7,,,,,,,0,16,good,,,nextclade 2.6.0,Consensus-589156,1,2025-02-03 14:08:35.243722,2025-02-03 14:08:35.243723
Nextclade-220031,,,,,88249,21L (Omicron),BA.2,,,,,,,0,99,mediocre,,,nextclade 2.6.0,Consensus-838584,1,2025-02-03 14:08:35.244251,2025-02-03 14:08:35.244252
Nextclade-507850,,,,,89397,21J (Delta),AY.7.1,,,,,,,2,4,good,,,nextclade 2.5.0,Consensus-975816,1,2025-02-03 14:08:35.244776,2025-02-03 14:08:35.244778
Nextclade-210956,,,,,89676,,,,,,,,,0,35,mediocre,,,nextclade 2.6.0,Consensus-202359,1,2025-02-03 14:08:35.245311,2025-02-03 14:08:35.245312
Nextclade-843402,,,,,87999,20I (Alpha; V1),B.1.1.7,,,,,,,3,1225,bad,,,nextclade 2.6.0,Consensus-489182,1,2025-02-03 14:08:35.245845,2025-02-03 14:08:35.245846
Nextclade-754180,,,,,88664,21L (Omicron),BA.2,,,,,,,0,8,good,,,nextclade 2.4.0,Consensus-134200,1,2025-02-03 14:08:35.246381,2025-02-03 14:08:35.246382
Nextclade-816229,,,,,88563,20I (Alpha; V1),B.1.1.7,,,,,,,0,21,good,,,nextclade 2.6.0,Consensus-573647,1,2025-02-03 14:08:35.246906,2025-02-03 14:08:35.246907
Nextclade-787310,,,,,88605,21J (Delta),AY.4,,,,,,,0,3,good,,,nextclade 2.5.0,Consensus-120949,1,2025-02-03 14:08:35.247432,2025-02-03 14:08:35.247433
Nextclade-123964,,,,,88149,20E (EU1),B.1.177.21,,,,,,,0,25,good,,,nextclade 2.4.0,Consensus-395229,1,2025-02-03 14:08:35.247963,2025-02-03 14:08:35.247964
Nextclade-035955,,,,,88120,21J (Delta),AY.4.6,,,,,,,0,9,good,,,nextclade 2.6.0,Consensus-116719,1,2025-02-03 14:08:35.248491,2025-02-03 14:08:35.248492
Nextclade-647980,,,,,88616,21J (Delta),AY.43,,,,,,,0,6,good,,,nextclade 2.6.0,Consensus-140107,1,2025-02-03 14:08:35.249016,2025-02-03 14:08:35.249017
Nextclade-937241,,,,,88330,20A,B.1,,,,,,,0,4,good,,,nextclade 2.4.0,Consensus-823277,1,2025-02-03 14:08:35.249546,2025-02-03 14:08:35.249548
Nextclade-134354,,,,,89198,,,,,,,,,0,20,good,,,nextclade 2.6.0,Consensus-159137,1,2025-02-03 14:08:35.250084,2025-02-03 14:08:35.250086
Nextclade-862139,,,,,88515,,,,,,,,,1,7,good,,,nextclade 2.4.0,Consensus-474618,1,2025-02-03 14:08:35.250625,2025-02-03 14:08:35.250626
Nextclade-293789,,,,,89342,21J (Delta),AY.111,,,,,,,0,15,good,,,nextclade 2.4.0,Consensus-010260,1,2025-02-03 14:08:35.251154,2025-02-03 14:08:35.251155
Nextclade-649076,,,,,89621,20E (EU1),B.1.177.12,,,,,,,3,20,good,,,nextclade 2.6.0,Consensus-222877,1,2025-02-03 14:08:35.251682,2025-02-03 14:08:35.251683
Nextclade-260193,,,,,88088,21K (Omicron),BA.1,,,,,,,0,16,good,,,nextclade 2.5.0,Consensus-601241,1,2025-02-03 14:08:35.252215,2025-02-03 14:08:35.252216
Nextclade-460123,,,,,88641,21J (Delta),B.1.617.2,,,,,,,2,24,good,,,nextclade 2.6.0,Consensus-301112,1,2025-02-03 14:08:35.252749,2025-02-03 14:08:35.252750
Nextclade-262237,,,,,89362,20B,AD.2,,,,,,,0,8,good,,,nextclade 2.6.0,Consensus-863462,1,2025-02-03 14:08:35.253275,2025-02-03 14:08:35.253277
Nextclade-952061,,,,,89001,20A,B.1,,,,,,,1,30,mediocre,,,nextclade 2.4.0,Consensus-714547,1,2025-02-03 14:08:35.253806,2025-02-03 14:08:35.253808
Nextclade-116006,,,,,88936,21J (Delta),AY.7.1,,,,,,,3,3,good,,,nextclade 2.5.0,Consensus-601850,1,2025-02-03 14:08:35.254338,2025-02-03 14:08:35.254340
Nextclade-982990,,,,,88405,21J (Delta),AY.127,,,,,,,0,9,good,,,nextclade 2.5.0,Consensus-242745,1,2025-02-03 14:08:35.254868,2025-02-03 14:08:35.254869
Nextclade-114614,,,,,88907,20E (EU1),B.1.177.46,,,,,,,0,21,good,,,nextclade 2.4.0,Consensus-352281,1,2025-02-03 14:08:35.255392,2025-02-03 14:08:35.255393
Nextclade-269013,,,,,88774,21L (Omicron),BA.2,,,,,,,1,23,good,,,nextclade 2.6.0,Consensus-203204,1,2025-02-03 14:08:35.255920,2025-02-03 14:08:35.255921
Nextclade-266888,,,,,87852,21J (Delta),AY.127,,,,,,,0,10,good,,,nextclade 2.5.0,Consensus-943776,1,2025-02-03 14:08:35.256450,2025-02-03 14:08:35.256451
Nextclade-559097,,,,,88335,21K (Omicron),BA.1,,,,,,,6,6,good,,,nextclade 2.5.0,Consensus-889226,1,2025-02-03 14:08:35.256981,2025-02-03 14:08:35.256982
Nextclade-638365,,,,,88607,21J (Delta),AY.125,,,,,,,1,11,good,,,nextclade 2.5.0,Consensus-385131,1,2025-02-03 14:08:35.257507,2025-02-03 14:08:35.257508
Nextclade-521185,,,,,88889,20I (Alpha; V1),B.1.1.7,,,,,,,0,78,mediocre,,,nextclade 2.6.0,Consensus-350517,1,2025-02-03 14:08:35.258031,2025-02-03 14:08:35.258032
Nextclade-907684,,,,,89536,20A,B.1.258,,,,,,,1,28,good,,,nextclade 2.4.0,Consensus-733556,1,2025-02-03 14:08:35.258557,2025-02-03 14:08:35.258559
Nextclade-501914,,,,,88819,21L (Omicron),BA.2,,,,,,,1,15,good,,,nextclade 2.5.0,Consensus-087006,1,2025-02-03 14:08:35.259088,2025-02-03 14:08:35.259089
Nextclade-882558,,,,,89022,,,,,,,,,1,19,good,,,nextclade 2.4.0,Consensus-512651,1,2025-02-03 14:08:35.259629,2025-02-03 14:08:35.259631
Nextclade-048367,,,,,89200,21J (Delta),AY.43,,,,,,,1,19,good,,,nextclade 2.5.0,Consensus-355789,1,2025-02-03 14:08:35.260157,2025-02-03 14:08:35.260158
Nextclade-145209,,,,,88328,20A,B.1,,,,,,,1,22,good,,,nextclade 2.4.0,Consensus-305087,1,2025-02-03 14:08:35.260687,2025-02-03 14:08:35.260688
Nextclade-278719,,,,,89357,20I (Alpha; V1),B.1.1.7,,,,,,,1,20,good,,,nextclade 2.6.0,Consensus-034456,1,2025-02-03 14:08:35.261219,2025-02-03 14:08:35.261220
Nextclade-891766,,,,,89426,21L (Omicron),BA.2,,,,,,,0,12,good,,,nextclade 2.5.0,Consensus-623509,1,2025-02-03 14:08:35.261747,2025-02-03 14:08:35.261748
Nextclade-196450,,,,,87862,21J (Delta),AY.129,,,,,,,0,7539,bad,,,nextclade 2.4.0,Consensus-969205,1,2025-02-03 14:08:35.262306,2025-02-03 14:08:35.262307
Nextclade-289742,,,,,87875,20I (Alpha; V1),B.1.1.7,,,,,,,0,6,good,,,nextclade 2.4.0,Consensus-513443,1,2025-02-03 14:08:35.262835,2025-02-03 14:08:35.262836
Nextclade-664680,,,,,88843,21J (Delta),AY.7.1,,,,,,,0,26,good,,,nextclade 2.4.0,Consensus-210989,1,2025-02-03 14:08:35.263363,2025-02-03 14:08:35.263364
Nextclade-193907,,,,,88744,,,,,,,,,0,19,good,,,nextclade 2.5.0,Consensus-995437,1,2025-02-03 14:08:35.263907,2025-02-03 14:08:35.263908
Nextclade-058002,,,,,88355,20I (Alpha; V1),B.1.1.7,,,,,,,0,9,good,,,nextclade 2.6.0,Consensus-721746,1,2025-02-03 14:08:35.264437,2025-02-03 14:08:35.264438
Nextclade-288942,,,,,89275,20I (Alpha; V1),B.1.1.7,,,,,,,1,22,good,,,nextclade 2.5.0,Consensus-776061,1,2025-02-03 14:08:35.264968,2025-02-03 14:08:35.264969
