BatchSource,DateSampling,WhoVariant,LineagesOfInterest,lineage,UnaliasedPango,Nextclade_pango,clade,weight
Middle-Earth,2020-09-14,NULL,NULL,NULL,NULL,NULL,NULL,4
Panem,2020-09-14,NULL,NULL,B.1.1.198,B.1.1.198,B.1.1.198,20B,1
Panem,2020-09-14,NULL,NULL,B.1.177.12,B.1.177.12,B.1.177.12,20E (EU1),1
Middle-Earth,2020-09-14,NULL,NULL,B.1.177.24,B.1.177,B.1.177,20E (EU1),2
Panem,2020-09-14,NULL,NULL,B.1.1.298,B.1.1.298,B.1.1.298,20B,15
Panem,2020-09-14,NULL,NULL,B.1.1.288,B.1.1,B.1.1,20B,6
Panem,2020-09-14,NULL,NULL,AQ.2,B.1.1.39,B.1.1.39,20B,1
Panem,2020-09-14,NULL,NULL,B.1,B.1,B.1,20A,2
Panem,2020-09-14,NULL,NULL,B.1.177.14,B.1.177,B.1.177,20E (EU1),4
Panem,2020-09-14,NULL,NULL,B.1.1,B.1.1,B.1.1,20B,5
Hogwarts,2020-09-14,NULL,NULL,B.1.221.3,B.1.221,B.1.221,20A,3
Panem,2020-09-14,NULL,NULL,B.1.1.224,B.1.1,B.1.1,20B,1
Middle-Earth,2020-09-14,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),6
Panem,2020-09-14,NULL,NULL,B.1.177.24,B.1.177,B.1.177,20E (EU1),6
Middle-Earth,2020-09-14,NULL,NULL,B.1.160,B.1.160,B.1.160,20A,4
Hogwarts,2020-09-14,NULL,NULL,NULL,NULL,NULL,NULL,1
Panem,2020-09-15,NULL,NULL,B.1.258,B.1.258,B.1.258,20A,4
Panem,2020-09-15,NULL,NULL,B.1.1.288,B.1.1.348,B.1.1.348,20B,1
Panem,2020-09-15,NULL,NULL,B.1.1.241,B.1.1.241,B.1.1.241,20B,1
Panem,2020-09-15,NULL,NULL,NULL,NULL,NULL,NULL,32
Panem,2020-09-15,NULL,NULL,B.1.177.24,B.1.177,B.1.177,20E (EU1),1
Panem,2020-09-15,NULL,NULL,B.1.1.189,B.1.1.189,B.1.1.189,20B,3
Panem,2020-09-15,NULL,NULL,B.1.1.191,B.1.1,B.1.1,20B,9
Panem,2020-09-15,NULL,NULL,B.1.1.224,B.1.1,B.1.1,20B,1
Panem,2020-09-15,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),19
Panem,2020-09-15,NULL,NULL,B.1.1.191,B.1,B.1,20A,1
Panem,2020-09-15,NULL,NULL,B.1.1,B.1.1,B.1.1,20B,6
Panem,2020-09-15,NULL,NULL,B.1.258.9,B.1.258,B.1.258,20A,14
Panem,2020-09-15,NULL,NULL,B.1.177,B.1.177,B.1.177,20E (EU1),2
Panem,2020-09-15,NULL,NULL,B.1.221,B.1.221,B.1.221,20A,4
Panem,2020-09-15,NULL,NULL,B.1.1.298,B.1.1.298,B.1.1.298,20B,7
Panem,2020-09-15,NULL,NULL,B.1.372,B.1,B.1,20C,1
Panem,2020-09-15,NULL,NULL,B.1.1.277,B.1.1.174,B.1.1.174,20B,2
Panem,2020-09-15,NULL,NULL,B.1.498,B.1,B.1,20C,1
Panem,2020-09-15,NULL,NULL,B.1.160,B.1.160,B.1.160,20A,14
Panem,2020-09-15,NULL,NULL,B.1.1.272,B.1.1,B.1.1,20B,2
Panem,2020-09-15,NULL,NULL,B.1.221.3,B.1.221,B.1.221,20A,4
Panem,2020-09-15,NULL,NULL,B.1,B.1,B.1,20A,2
Panem,2020-09-15,NULL,NULL,B.1.498,B.1,B.1,20A,1
Panem,2020-09-15,NULL,NULL,B.1.1.277,B.1.1.277,B.1.1.277,20B,8
Panem,2020-09-15,NULL,NULL,B.1.1.288,B.1.1,B.1.1,20B,3
Panem,2020-09-15,NULL,NULL,B.1.367,B.1.367,B.1.367,20C,1
Panem,2020-09-15,NULL,NULL,B.1.177.14,B.1.177,B.1.177,20E (EU1),1
Panem,2020-09-15,NULL,NULL,B.1.36.8,B.1.36.8,B.1.36.8,20A,2
Panem,2020-09-16,NULL,NULL,B.1.1.191,B.1.1,B.1.1,20B,14
Panem,2020-09-16,NULL,NULL,B.1.177,B.1.177,B.1.177,20E (EU1),1
Panem,2020-09-16,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),5
Hogwarts,2020-09-16,NULL,NULL,NULL,NULL,NULL,NULL,1
Panem,2020-09-16,NULL,NULL,B.1.177.14,B.1.177,B.1.177,20E (EU1),3
Panem,2020-09-16,NULL,NULL,B.1.258.9,B.1.258,B.1.258,20A,5
Panem,2020-09-16,NULL,NULL,B.1.177.24,B.1.177,B.1.177,20E (EU1),1
Panem,2020-09-16,NULL,NULL,B.1.258,B.1.258,B.1.258,20A,2
Panem,2020-09-16,NULL,NULL,B.1.367,B.1.367,B.1.367,20C,3
Hogwarts,2020-09-16,NULL,NULL,B.1.1.288,B.1.1,B.1.1,20B,1
Panem,2020-09-16,NULL,NULL,B.1.36.1,B.1.36,B.1.36,20A,1
Panem,2020-09-16,NULL,NULL,B.1.1.298,B.1.1.298,B.1.1.298,20B,8
Panem,2020-09-16,NULL,NULL,B.1.221.3,B.1.221,B.1.221,20A,8
Panem,2020-09-16,NULL,NULL,B.1.1.277,B.1.1.277,B.1.1.277,20B,6
Panem,2020-09-16,NULL,NULL,B.1.1.521,B.1.1.521,B.1.1.521,20B,1
Panem,2020-09-16,NULL,NULL,B.1.1.288,B.1.1,B.1.1,20B,3
Panem,2020-09-16,NULL,NULL,B.1.1.272,B.1.1,B.1.1,20B,6
Panem,2020-09-16,NULL,NULL,B.1.160,B.1.160,B.1.160,20A,14
Panem,2020-09-16,NULL,NULL,NULL,NULL,NULL,NULL,28
Middle-Earth,2020-09-16,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),2
Panem,2020-09-16,NULL,NULL,B.1.1.191,B.1,B.1,20A,1
Panem,2020-09-17,NULL,NULL,B.1.441,B.1.441,B.1.441,20A,1
Panem,2020-09-17,NULL,NULL,B.1.1.189,B.1.1.189,B.1.1.189,20B,5
Panem,2020-09-17,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),13
Panem,2020-09-17,NULL,NULL,NULL,NULL,NULL,NULL,20
Panem,2020-09-17,NULL,NULL,B.1.258,B.1.258,B.1.258,20A,1
Middle-Earth,2020-09-17,NULL,NULL,B.1.1.191,B.1.1,B.1.1,20B,2
Panem,2020-09-17,NULL,NULL,B.1.1.317,B.1.1.317,B.1.1.317,20B,1
Panem,2020-09-17,NULL,NULL,B.1.1.288,B.1.1,B.1.1,20B,6
Panem,2020-09-17,NULL,NULL,B.1.1.277,B.1.1.277,B.1.1.277,20B,13
Panem,2020-09-17,NULL,NULL,B.1.1.224,B.1.1,B.1.1,20B,2
Middle-Earth,2020-09-17,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),2
Panem,2020-09-17,NULL,NULL,B.1.9.5,B.1.9,B.1.9,20A,1
Panem,2020-09-17,NULL,NULL,B.1.177.24,B.1.177,B.1.177,20E (EU1),3
Panem,2020-09-17,NULL,NULL,B.1.258.9,B.1.258,B.1.258,20A,7
Panem,2020-09-17,NULL,NULL,B.1.1,B.1.1,B.1.1,20B,1
Panem,2020-09-17,NULL,NULL,B.1.177,B.1.177,B.1.177,20E (EU1),2
Panem,2020-09-17,NULL,NULL,B.1.221.3,B.1.221,B.1.221,20A,1
Panem,2020-09-17,NULL,NULL,B.1.1.298,B.1.1.298,B.1.1.298,20B,2
Panem,2020-09-17,NULL,NULL,B.1.160,B.1.160,B.1.160,20A,11
Panem,2020-09-17,NULL,NULL,B.1.177.14,B.1.177,B.1.177,20E (EU1),2
Middle-Earth,2020-09-17,NULL,NULL,B.1.160,B.1.160,B.1.160,20A,2
Pandora,2020-09-17,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),1
Panem,2020-09-17,NULL,NULL,B.1.1.277,B.1.1.174,B.1.1.174,20B,1
Panem,2020-09-17,NULL,NULL,B.1,B.1,B.1,20A,1
Panem,2020-09-17,NULL,NULL,B.1.1.191,B.1.1,B.1.1,20B,1
Panem,2020-09-17,NULL,NULL,B.1.1.272,B.1.1,B.1.1,20B,7
Panem,2020-09-18,NULL,NULL,B.1.367,B.1.367,B.1.367,20C,1
Panem,2020-09-18,Alpha,Alpha,B.1.1.70,B.1.1.70,B.1.1.70,20B,1
Panem,2020-09-18,NULL,NULL,B.1.1.189,B.1.1.189,B.1.1.189,20B,1
Panem,2020-09-18,NULL,NULL,B.1.1.224,B.1.1,B.1.1,20B,3
Panem,2020-09-18,NULL,NULL,NULL,NULL,NULL,NULL,16
Panem,2020-09-18,NULL,NULL,B.1.177.24,B.1.177,B.1.177,20E (EU1),6
Panem,2020-09-18,NULL,NULL,B.1.258.11,B.1.258.11,B.1.258.11,20A,2
Panem,2020-09-18,NULL,NULL,B.1.218,B.1,B.1,20A,2
Panem,2020-09-18,NULL,NULL,B.1.221.3,B.1.221,B.1.221,20A,3
Panem,2020-09-18,NULL,NULL,B.1.221,B.1.221,B.1.221,20A,2
Panem,2020-09-18,NULL,NULL,B.1.1.191,B.1.1,B.1.1,20B,7
Panem,2020-09-18,NULL,NULL,B.1.1.277,B.1.1.277,B.1.1.277,20B,8
Panem,2020-09-18,NULL,NULL,B.1.1.272,B.1.1,B.1.1,20B,2
Panem,2020-09-18,NULL,NULL,B.1.160,B.1.160,B.1.160,20A,13
Panem,2020-09-18,NULL,NULL,B.1.258.9,B.1.258,B.1.258,20A,11
Panem,2020-09-18,NULL,NULL,B.1.258,B.1.258,B.1.258,20A,5
Panem,2020-09-18,NULL,NULL,B.1.1.288,B.1.1,B.1.1,20B,4
Panem,2020-09-18,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),23
Panem,2020-09-18,NULL,NULL,B.1.177.14,B.1.177,B.1.177,20E (EU1),2
Panem,2020-09-18,NULL,NULL,B.1.1,B.1.1,B.1.1,20B,1
Panem,2020-09-19,NULL,NULL,B.1.1,B.1.1,B.1.1,20B,3
Panem,2020-09-19,NULL,NULL,B.1.1,B.1.1.44,B.1.1.44,20B,2
Panem,2020-09-19,NULL,NULL,B.1.1.277,B.1.1.277,B.1.1.277,20B,7
Panem,2020-09-19,NULL,NULL,B.1.258,B.1.258,B.1.258,20A,1
Panem,2020-09-19,NULL,NULL,B.1.1.288,B.1.1,B.1.1,20B,1
Panem,2020-09-19,NULL,NULL,B.1.36.22,B.1.36.22,B.1.36.22,20A,1
Panem,2020-09-19,NULL,NULL,B.1.1.272,B.1.1,B.1.1,20B,1
Panem,2020-09-19,NULL,NULL,B.1.1.189,B.1.1.189,B.1.1.189,20B,2
Panem,2020-09-19,NULL,NULL,B.1.441,B.1.441,B.1.441,20A,1
Panem,2020-09-19,NULL,NULL,B.1.177.24,B.1.177,B.1.177,20E (EU1),2
Panem,2020-09-19,NULL,NULL,B.1.367,B.1.367,B.1.367,20C,1
Panem,2020-09-19,NULL,NULL,B.1.1.298,B.1.1.298,B.1.1.298,20B,1
Panem,2020-09-19,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),7
Panem,2020-09-19,NULL,NULL,NULL,NULL,NULL,NULL,16
Panem,2020-09-19,NULL,NULL,B.1.258.11,B.1.258.11,B.1.258.11,20A,1
Panem,2020-09-19,NULL,NULL,B.1.1.191,B.1.1,B.1.1,20B,3
Panem,2020-09-19,NULL,NULL,B.1.258.9,B.1.258,B.1.258,20A,8
Panem,2020-09-19,NULL,NULL,B.1.177,B.1.177,B.1.177,20E (EU1),2
Panem,2020-09-19,NULL,NULL,B.1.1.224,B.1.1,B.1.1,20B,1
Panem,2020-09-19,NULL,NULL,B.1.160,B.1.160,B.1.160,20A,4
Panem,2020-09-20,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),71
Panem,2020-09-20,NULL,NULL,NULL,NULL,NULL,NULL,55
Panem,2020-09-20,NULL,NULL,B.1.258.11,B.1.258.11,B.1.258.11,20A,6
Panem,2020-09-20,NULL,NULL,B.1.177,B.1.177,B.1.177,20E (EU1),8
Panem,2020-09-20,NULL,NULL,B.1.1.277,B.1.1.277,B.1.1.277,20B,15
Panem,2020-09-20,NULL,NULL,B.1.218,B.1,B.1,20A,2
Panem,2020-09-20,NULL,NULL,B.1.258,B.1.258,B.1.258,20A,4
Panem,2020-09-20,NULL,NULL,B.1.1.302,B.1.1.302,B.1.1.302,20B,1
Panem,2020-09-20,NULL,NULL,B.1.177.24,B.1.177,B.1.177,20E (EU1),9
Panem,2020-09-20,NULL,NULL,B.1.1.298,B.1.1.298,B.1.1.298,20B,3
Panem,2020-09-20,NULL,NULL,B.1.367,B.1.367,B.1.367,20C,2
Panem,2020-09-20,NULL,NULL,B.1.1.50,B.1.1.50,B.1.1.50,20B,1
Panem,2020-09-20,NULL,NULL,B.1.1.224,B.1.1,B.1.1,20B,8
Panem,2020-09-20,NULL,NULL,B.1.177.14,B.1.177,B.1.177,20E (EU1),3
Panem,2020-09-20,NULL,NULL,B.1.1.277,B.1.1.174,B.1.1.174,20B,2
Panem,2020-09-20,NULL,NULL,B.1.1.170,B.1.1.170,B.1.1.170,20B,2
Panem,2020-09-20,NULL,NULL,B.1.372,B.1,B.1,20C,2
Panem,2020-09-20,NULL,NULL,B.1.36,B.1.36,B.1.36,20A,1
Panem,2020-09-20,NULL,NULL,B.1.221.3,B.1.221,B.1.221,20A,4
Panem,2020-09-20,NULL,NULL,B.1.1.294,B.1.1.294,B.1.1.294,20B,1
Panem,2020-09-20,NULL,NULL,B.1.160,B.1.160,B.1.160,20A,41
Panem,2020-09-20,NULL,NULL,B.1.258.9,B.1.258,B.1.258,20A,13
Panem,2020-09-20,NULL,NULL,B.1.1.219,B.1.1,B.1.1,20B,1
Panem,2020-09-20,NULL,NULL,B.1.1,B.1.1,B.1.1,20B,5
Panem,2020-09-20,NULL,NULL,B.1.177.57,B.1.177.57,B.1.177.57,20E (EU1),2
Panem,2020-09-20,NULL,NULL,B.1.1.191,B.1.1,B.1.1,20B,12
Panem,2020-09-20,NULL,NULL,B.1.36.22,B.1.36.22,B.1.36.22,20A,1
Panem,2020-09-20,NULL,NULL,B.1.1.288,B.1.1,B.1.1,20B,12
Panem,2020-09-20,NULL,NULL,B.1.1.189,B.1.1.189,B.1.1.189,20B,3
Panem,2020-09-21,NULL,NULL,B.1.177.24,B.1.177,B.1.177,20E (EU1),9
Panem,2020-09-21,NULL,NULL,B.1.1.277,B.1.1.277,B.1.1.277,20B,10
Panem,2020-09-21,NULL,NULL,B.1.258.9,B.1.258,B.1.258,20A,14
Panem,2020-09-21,NULL,NULL,B.1.221,B.1.221,B.1.221,20A,1
Panem,2020-09-21,NULL,NULL,B.1.1.191,B.1.1,B.1.1,20B,16
Panem,2020-09-21,NULL,NULL,B.1.218,B.1,B.1,20A,3
Panem,2020-09-21,NULL,NULL,B.1.177.14,B.1.177,B.1.177,20E (EU1),1
Hogwarts,2020-09-21,NULL,NULL,B.1.1.191,B.1.1,B.1.1,20B,1
Panem,2020-09-21,NULL,NULL,B.1.498,B.1,B.1,20C,1
Panem,2020-09-21,NULL,NULL,B.1.258,B.1.258,B.1.258,20A,6
Panem,2020-09-21,NULL,NULL,B.1.1.159,B.1.1.159,B.1.1.159,20B,1
Panem,2020-09-21,NULL,NULL,B.1.1.288,B.1.1,B.1.1,20B,10
Panem,2020-09-21,NULL,NULL,B.1.236,B.1.236,B.1.236,20A,2
Panem,2020-09-21,NULL,NULL,B.1.177.12,B.1.177.12,B.1.177.12,20E (EU1),1
Panem,2020-09-21,NULL,NULL,B.1.221.3,B.1.221,B.1.221,20A,5
Panem,2020-09-21,NULL,NULL,B.1.1,B.1.1,B.1.1,20B,1
Panem,2020-09-21,NULL,NULL,B.1.1.307,B.1.1.307,B.1.1.307,20B,1
Panem,2020-09-21,NULL,NULL,B.1.258.11,B.1.258.11,B.1.258.11,20A,6
Panem,2020-09-21,NULL,NULL,B.1.1.272,B.1.1,B.1.1,20B,3
Panem,2020-09-21,NULL,NULL,B.1.177,B.1.177,B.1.177,20E (EU1),5
Panem,2020-09-21,NULL,NULL,NULL,NULL,NULL,NULL,39
Panem,2020-09-21,NULL,NULL,B.1.1.224,B.1.1,B.1.1,20B,5
Panem,2020-09-21,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),44
Panem,2020-09-21,NULL,NULL,B.1.1.189,B.1.1.189,B.1.1.189,20B,1
Panem,2020-09-21,NULL,NULL,B.1.160,B.1.160,B.1.160,20A,31
Panem,2020-09-21,NULL,NULL,AQ.2,B.1.1.39,B.1.1.39,20B,1
Panem,2020-09-21,NULL,NULL,B.1.367,B.1.367,B.1.367,20C,1
Hogwarts,2020-09-22,NULL,NULL,B.1.1.191,B.1.1,B.1.1,20B,1
Panem,2020-09-22,NULL,NULL,B.1.258.11,B.1.258.11,B.1.258.11,20A,3
Hogwarts,2020-09-22,NULL,NULL,B.1.221.3,B.1.221,B.1.221,20A,2
Panem,2020-09-22,NULL,NULL,NULL,NULL,NULL,NULL,31
Hogwarts,2020-09-22,NULL,NULL,B.1.258,B.1.258,B.1.258,20A,2
Panem,2020-09-22,NULL,NULL,B.1.1.224,B.1.1,B.1.1,20B,2
Panem,2020-09-22,Alpha,Alpha,B.1.1.70,B.1.1.70,B.1.1.70,20B,1
Panem,2020-09-22,NULL,NULL,B.1.1.218,B.1.1,B.1.1,20B,1
Panem,2020-09-22,NULL,NULL,B.1.1.298,B.1.1.298,B.1.1.298,20B,14
Panem,2020-09-22,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),24
Panem,2020-09-22,NULL,NULL,B.1.236,B.1.236,B.1.236,20A,1
Panem,2020-09-22,NULL,NULL,B.1.177.24,B.1.177,B.1.177,20E (EU1),9
Panem,2020-09-22,NULL,NULL,B.1.1.191,B.1.1,B.1.1,20B,6
Hogwarts,2020-09-22,NULL,NULL,B.1.177.12,B.1.177.12,B.1.177.12,20E (EU1),3
Hogwarts,2020-09-22,NULL,NULL,B.1.1.277,B.1.1.277,B.1.1.277,20B,1
Panem,2020-09-22,NULL,NULL,B.1.177.12,B.1.177.12,B.1.177.12,20E (EU1),3
Panem,2020-09-22,NULL,NULL,B.1.258.9,B.1.258,B.1.258,20A,1
Panem,2020-09-22,NULL,NULL,B.1.1.308,B.1.1,B.1.1,20B,2
Hogwarts,2020-09-22,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),1
Panem,2020-09-22,NULL,NULL,B.1.177.14,B.1.177,B.1.177,20E (EU1),1
Panem,2020-09-22,NULL,NULL,B.1.1.272,B.1.1,B.1.1,20B,3
Panem,2020-09-22,NULL,NULL,B.1.218,B.1,B.1,20A,4
Hogwarts,2020-09-22,NULL,NULL,B.1.1.288,B.1.1,B.1.1,20B,3
Hogwarts,2020-09-22,NULL,NULL,B.1.367,B.1.367,B.1.367,20C,1
Panem,2020-09-22,NULL,NULL,B.1.1.311,B.1.1.311,B.1.1.311,20B,1
Panem,2020-09-22,NULL,NULL,B.1.1.288,B.1.1,B.1.1,20B,7
Panem,2020-09-22,NULL,NULL,B.1.221,B.1.221,B.1.221,20A,1
Panem,2020-09-22,NULL,NULL,B.1.258,B.1.258,B.1.258,20A,5
Panem,2020-09-22,NULL,NULL,B.1.498,B.1,B.1,20C,1
Hogwarts,2020-09-22,NULL,NULL,B.1.1.272,B.1.1,B.1.1,20B,2
Panem,2020-09-22,NULL,NULL,B.1.160,B.1.160,B.1.160,20A,17
Hogwarts,2020-09-22,NULL,NULL,B.1.1.346,B.1.1,B.1.1,20B,1
Panem,2020-09-22,NULL,NULL,B.1.1.277,B.1.1.277,B.1.1.277,20B,7
Hogwarts,2020-09-22,NULL,NULL,NULL,NULL,NULL,NULL,3
Hogwarts,2020-09-23,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),1
Panem,2020-09-23,NULL,NULL,B.1.1,B.1,B.1,20A,1
Panem,2020-09-23,NULL,NULL,B.1.221.3,B.1.221,B.1.221,20A,1
Hogwarts,2020-09-23,NULL,NULL,B.1.177.12,B.1.177.12,B.1.177.12,20E (EU1),7
Panem,2020-09-23,NULL,NULL,B.1.177.24,B.1.177,B.1.177,20E (EU1),12
Panem,2020-09-23,NULL,NULL,B.1.258.9,B.1.258,B.1.258,20A,7
Panem,2020-09-23,NULL,NULL,B.1.160,B.1.160,B.1.160,20A,37
Panem,2020-09-23,NULL,NULL,B.1.1.272,B.1.1,B.1.1,20B,4
Panem,2020-09-23,NULL,NULL,B.1,B.1,B.1,20A,1
Panem,2020-09-23,NULL,NULL,B.1.1.288,B.1.1,B.1.1,20B,9
Hogwarts,2020-09-23,NULL,NULL,NULL,NULL,NULL,NULL,19
Panem,2020-09-23,NULL,NULL,B.1.1,B.1.1,B.1.1,20B,6
Panem,2020-09-23,NULL,NULL,B.1.1.224,B.1.1,B.1.1,20B,3
Hogwarts,2020-09-23,NULL,NULL,B.1.1.224,B.1.1,B.1.1,20B,1
Panem,2020-09-23,NULL,NULL,B.1.1.277,B.1.1.277,B.1.1.277,20B,21
Hogwarts,2020-09-23,NULL,NULL,B.1.1.191,B.1.1,B.1.1,20B,1
Panem,2020-09-23,NULL,NULL,NULL,NULL,NULL,NULL,66
Hogwarts,2020-09-23,NULL,NULL,B.1.221.3,B.1.221,B.1.221,20A,1
Panem,2020-09-23,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),37
Panem,2020-09-23,NULL,NULL,B.1.1.346,B.1.1,B.1.1,20B,1
Panem,2020-09-23,NULL,NULL,B.1.36.8,B.1.36.8,B.1.36.8,20A,1
Panem,2020-09-23,NULL,NULL,B.1.258.11,B.1.258.11,B.1.258.11,20A,11
Panem,2020-09-23,NULL,NULL,B.1.177,B.1.177,B.1.177,20E (EU1),8
Panem,2020-09-23,NULL,NULL,B.1.218,B.1,B.1,20A,11
Panem,2020-09-23,NULL,NULL,B.1.177.12,B.1.177.12,B.1.177.12,20E (EU1),9
Panem,2020-09-23,NULL,NULL,B.1.221,B.1.221,B.1.221,20A,1
Panem,2020-09-23,NULL,NULL,B.1.1.298,B.1.1.298,B.1.1.298,20B,7
Panem,2020-09-23,NULL,NULL,B.1.1.189,B.1.1.189,B.1.1.189,20B,3
Panem,2020-09-23,NULL,NULL,B.1.236,B.1.236,B.1.236,20A,1
Hogwarts,2020-09-23,NULL,NULL,B.1.177,B.1.177,B.1.177,20E (EU1),1
Hogwarts,2020-09-23,NULL,NULL,B.1.1.277,B.1.1.277,B.1.1.277,20B,1
Hogwarts,2020-09-23,NULL,NULL,B.1.160,B.1.160,B.1.160,20A,2
Hogwarts,2020-09-23,NULL,NULL,B.1.177.14,B.1.177,B.1.177,20E (EU1),2
Hogwarts,2020-09-23,NULL,NULL,B.1.1.189,B.1.1.189,B.1.1.189,20B,1
Panem,2020-09-23,NULL,NULL,B.1.177.14,B.1.177,B.1.177,20E (EU1),5
Panem,2020-09-23,NULL,NULL,B.1.1.191,B.1.1,B.1.1,20B,6
Panem,2020-09-23,NULL,NULL,B.1.258,B.1.258,B.1.258,20A,10
Panem,2020-09-24,NULL,NULL,B.1.1.100,B.1.1,B.1.1,20B,4
Panem,2020-09-24,NULL,NULL,B.1.258,B.1.258,B.1.258,20A,2
Hogwarts,2020-09-24,NULL,NULL,B.1.177,B.1.177,B.1.177,20E (EU1),1
Panem,2020-09-24,NULL,NULL,B.1.1.159,B.1.1.159,B.1.1.159,20B,2
Panem,2020-09-24,NULL,NULL,B.1,B.1,B.1,20A,1
Panem,2020-09-24,NULL,NULL,B.1.218,B.1,B.1,20A,12
Hogwarts,2020-09-24,NULL,NULL,B.1.177.12,B.1.177.12,B.1.177.12,20E (EU1),1
Panem,2020-09-24,NULL,NULL,B.1.1.311,B.1.1.311,B.1.1.311,20B,2
Panem,2020-09-24,NULL,NULL,B.1.258.9,B.1.258,B.1.258,20A,5
Panem,2020-09-24,NULL,NULL,B.1.1,B.1.1.44,B.1.1.44,20B,2
Panem,2020-09-24,NULL,NULL,NULL,NULL,NULL,NULL,43
Hogwarts,2020-09-24,NULL,NULL,NULL,NULL,NULL,NULL,5
Panem,2020-09-24,NULL,NULL,B.1.177.12,B.1.177.12,B.1.177.12,20E (EU1),4
Hogwarts,2020-09-24,NULL,NULL,B.1.177.14,B.1.177,B.1.177,20E (EU1),1
Panem,2020-09-24,NULL,NULL,B.1.398,B.1.398,B.1.398,20A,1
Panem,2020-09-24,NULL,NULL,B.1.221,B.1.221,B.1.221,20A,1
Panem,2020-09-24,NULL,NULL,B.1.1.218,B.1.1,B.1.1,20B,1
Panem,2020-09-24,NULL,NULL,B.1.177,B.1.177,B.1.177,20E (EU1),1
Panem,2020-09-24,NULL,NULL,B.1.177.21,B.1.177.21,B.1.177.21,20E (EU1),24
Panem,2020-09-24,NULL,NULL,B.1.1,B.1.1,B.1.1,20B,1
Panem,2020-09-24,NULL,NULL,B.1.1.224,B.1.1,B.1.1,20B,2
Panem,2020-09-24,NULL,NULL,B.1,B.1.558,B.1.558,20A,1
Panem,2020-09-24,NULL,NULL,B.1.221.3,B.1.221,B.1.221,20A,1
Panem,2020-09-24,NULL,NULL,B.1.160,B.1.160,B.1.160,20A,15
Panem,2020-09-24,NULL,NULL,B.1.177.24,B.1.177,B.1.177,20E (EU1),6
Panem,2020-09-24,NULL,NULL,B.1.1.272,B.1.1,B.1.1,20B,4
Panem,2020-09-24,NULL,NULL,B.1.1.191,B.1.1,B.1.1,20B,10
Panem,2020-09-24,NULL,NULL,B.1.236,B.1.236,B.1.236,20A,2
Panem,2020-09-24,NULL,NULL,B.1.1.298,B.1.1.298,B.1.1.298,20B,10
Panem,2020-09-24,NULL,NULL,B.1.1.277,B.1.1.277,B.1.1.277,20B,12
Panem,2020-09-24,NULL,NULL,B.1.1.288,B.1.1,B.1.1,20B,9
Panem,2020-09-24,NULL,NULL,B.1.258.11,B.1.258.11,B.1.258.11,20A,1
Panem,2020-09-25,NULL,NULL,B.1.218,B.1,B.1,20A,1
Panem,2020-09-25,NULL,NULL,B.1.258,B.1.258,B.1.258,20A,10
Panem,2020-09-25,NULL,NULL,B.1.1.272,B.1.1,B.1.1,20B,1
Panem,2020-09-25,NULL,NULL,B.1.1.298,B.1.1.298,B.1.1.298,20B,6
Panem,2020-09-25,NULL,NULL,B.1.1.189,B.1.1.189,B.1.1.189,20B,1
Panem,2020-09-25,NULL,NULL,B.1,B.1.558,B.1.558,20A,1
Panem,2020-09-25,NULL,NULL,B.1.177.24,B.1.177,B.1.177,20E (EU1),9
Panem,2020-09-25,NULL,NULL,B.1.258.9,B.1.258,B.1.258,20A,5
Panem,2020-09-25,NULL,NULL,B.1.398,B.1.398,B.1.398,20A,1
Panem,2020-09-25,NULL,NULL,B.1.1.346,B.1.1,B.1.1,20B,2
Panem,2020-09-25,NULL,NULL,B.1.177.12,B.1.177.12,B.1.177.12,20E (EU1),8
Panem,2020-09-25,NULL,NULL,B.1.258.11,B.1.258.11,B.1.258.11,20A,1
Panem,2020-09-25,NULL,NULL,B.1.177.14,B.1.177,B.1.177,20E (EU1),9
Panem,2020-09-25,NULL,NULL,B.1.1.277,B.1.1.277,B.1.1.277,20B,5
Panem,2020-09-25,NULL,NULL,B.1.236,B.1.236,B.1.236,20A,1
Panem,2020-09-25,NULL,NULL,B.1.1.224,B.1.1,B.1.1,20B,2
Panem,2020-09-25,NULL,NULL,B.1.1,B.1.1,B.1.1,20B,1
Panem,2020-09-25,NULL,NULL,B.1.1.191,B.1.1,B.1.1,20B,6
Hogwarts,2020-09-25,NULL,NULL,NULL,NULL,NULL,NULL,3
